y,time
221.97566,3551
199.80698,3552
205.47128,3553
206.57156,3554
214.59312,3555
214.35745,3556
204.796,3557
196.10645,3558
204.95415,3559
210.03339,3560
220.08334,3561
210.57867,3562
228.37231,3563
219.6004,3564
225.89294,3565
218.02155,3566
205.10703,3567
200.43802,3568
200.28963,3569
202.93759,3570
201.9986,3571
196.21585,3572
201.37302,3573
205.7635,3574
210.76213,3575
211.18448,3576
227.52701,3577
215.3321,3578
212.38315,3579
208.4459,3580
201.81754,3581
203.40195,3582
197.55414,3583
207.3428,3584
216.68596,3585
217.51596,3586
228.00215,3587
224.53604,3588
231.45099,3589
230.02454,3590
220.15454,3591
215.22705,3592
223.32233,3593
209.9549,3594
213.92392,3595
230.0049,3596
232.38986,3597
239.37762,3598
219.48926,3599
211.42365,3600
202.43942,3601
209.12674,3602
213.60835,3603
221.05116,3604
215.34174,3605
219.15073,3606
204.23062,3607
206.59586,3608
205.45663,3609
210.39021,3610
222.7776,3611
217.34346,3612
232.17249,3613
222.89017,3614
219.91042,3615
212.14462,3616
200.2079,3617
206.75415,3618
206.8152,3619
213.08066,3620
210.10716,3621
215.28383,3622
218.96454,3623
224.36649,3624
234.76395,3625
236.48145,3626
245.9764,3627
238.88458,3628
236.02338,3629
222.38725,3630
209.03006,3631
216.97958,3632
206.691,3633
211.41821,3634
214.6063,3635
214.20009,3636
215.13962,3637
222.66092,3638
216.04674,3639
222.79959,3640
215.11533,3641
223.54227,3642
220.48143,3643
216.68185,3644
212.38213,3645
219.16101,3646
211.80289,3647
224.57751,3648
216.2525,3649
225.009,3650
